i,x,y,z,qx,qy,qz,qw,o,a,t,radius,rmse,bend
0,-0.1291949180847134,0.5074805360260474,0.11563254583440893,-5.232323550789526e-13,-1.6115490662511768e-13,0.9556668045044514,-0.294450265356054,0.0,6.272671271290164e-11,-145.75084837599695,1.1460062505422826,0.2838106621712776,1
8,-13.21377803117015,-1.0414541512613547,0.11563254583158969,-3.063243179106081e-17,-1.649850298806013e-13,1.0,-1.2021784551971776e-16,0.0,1.8900436771218665e-11,180.0,1.9999999999999967,1.995552688145257e-16,1
14,-25.219399374434367,-1.0414541512613549,0.1156325458315897,1.926706768332887e-11,-5.737365555235421e-13,0.9984650217597537,0.05538592169761793,0.0,2.208821570093278e-09,173.64999151034777,1.999999999999996,6.689744835886413e-16,1
20,-37.60008255644,2.8185451377810296,0.11563254479531597,4.139363556694339e-11,8.693745288417701e-13,0.9016218765495653,0.43252513421446465,0.0,4.7444075335079106e-09,128.7441628705988,2.000028950913865,2.0369782271561043e-05,1
25,-39.707024120752294,13.713378268125155,0.1156325458315897,8.763969370266815e-12,2.706523845081984e-11,0.7410150226558734,0.6714884482984913,0.0,3.25999849337677e-09,95.63590369752649,2.0001823528189053,0.00013645987427740667,1
30,-39.707024120752294,23.71806272084534,0.1156325458315895,1.6995760521432367e-11,1.6995763790926743e-11,0.7071067811865475,0.7071067811865476,0.0,2.7542910174815916e-09,90.0,1.9999999999999964,1.83128561325528e-15,1
36,-39.707024120752294,35.72368406410955,0.11563254583158954,1.6995764335842473e-11,1.6995759976516638e-11,0.7071067811865475,0.7071067811865476,0.0,2.7542910174815916e-09,90.0,1.9999999999999964,1.830767788951628e-15,0
41,-39.707024120752294,45.72836851682973,0.11563254583158952,1.6995762019950623e-11,1.6995762292408488e-11,0.7071067811865475,0.7071067811865476,0.0,2.7542910174815916e-09,90.0,1.9999999999999962,1.745667352752736e-15,1
46,-39.707024120752294,55.73305296954992,0.11563254583158954,1.3060263285249584e-11,2.093112705767524e-11,0.7051187298855635,0.7090892586723972,0.0,2.827135858751717e-09,89.67827371077829,1.9999999999999964,1.727650600706024e-15,1
51,-39.40452867669511,67.71466807029333,0.1156325452246759,1.2888484571456632e-11,2.4062754830524118e-11,0.575712436751203,0.8176522428086358,0.0,3.128008074781974e-09,70.29907971150783,1.9999999999999964,1.727650600706024e-15,1
58,-29.56438446528796,75.27368355843487,0.1156325458315898,1.8155007382081784e-11,1.6035538500049486e-11,0.10411957109476835,0.9945647866856344,0.0,2.775720986392116e-09,11.952887331329265,2.000001093432793,7.703439575481526e-07,1
63,-19.559700012567788,75.27368355843487,0.1156325458315899,2.0037178069245576e-11,-3.2751656631971987e-18,6.562507759976105e-29,1.0,0.0,2.2961046397540485e-09,0.0,1.9999999999999971,2.373984909750521e-15,1
71,-3.552204888215499,75.27368355843487,0.11563254583158912,2.0037178069245576e-11,6.1650177189595715e-18,-1.235295578348471e-28,1.0,0.0,2.2961046397540485e-09,0.0,1.999999999999997,2.462978787797301e-15,0
76,6.452479564504671,75.27368355843487,0.11563254583158898,2.0037178069245576e-11,7.706272148699116e-19,-1.544119472935519e-29,1.0,0.0,2.2961046397540485e-09,0.0,1.9999999999999973,2.3555412414322478e-15,0
84,22.459974688856963,75.27368355843487,0.11563254583158894,2.0037178069245576e-11,1.9458337175466355e-17,-3.8989016691624034e-28,1.0,0.0,2.2961046397540485e-09,0.0,1.9999999999999973,2.345052394619758e-15,0
89,32.46465914157713,75.27368355843487,0.11563254583158912,2.0037178069245576e-11,-2.7010483881191716e-16,5.4121387526392576e-27,1.0,0.0,2.2961046397540485e-09,0.0,1.9999999999999971,2.364380076394814e-15,0
97,48.47215426592945,75.27368355843487,0.11563254583158929,2.0037178069245576e-11,2.6740764355987414e-16,-5.358094571086548e-27,1.0,0.0,2.2961046397540485e-09,0.0,1.9999999999999973,2.345052394619758e-15,0
104,62.478712499737696,75.27368355843487,0.1156325458315899,2.0037178069245576e-11,2.6760030036358993e-16,-5.361954869768853e-27,1.0,0.0,2.2961046397540485e-09,0.0,1.999999999999998,2.475075345743422e-15,0
110,74.4843338430019,75.27368355843487,0.11563254583158912,2.0037178069245576e-11,8.669556167284975e-18,-1.7371344070521525e-28,1.0,0.0,2.2961046397540485e-09,0.0,1.9999999999999971,2.4181070757775505e-15,0
118,90.4918289673542,75.27368355843487,0.11563254583158926,2.0037178069245576e-11,-2.4467414072121105e-17,4.902579326570556e-28,1.0,0.0,2.2961046397540485e-09,0.0,1.9999999999999973,2.3555412414322478e-15,0
123,100.49651342007436,75.27368355843487,0.11563254583158972,2.0037178069245576e-11,3.4678224669149664e-18,-6.948537628210566e-29,1.0,0.0,2.2961046397540485e-09,0.0,1.9999999999999973,2.3555412414322478e-15,0
131,116.50400854442663,75.27368355843487,0.1156325458315899,2.0037178069245576e-11,-3.853136074349548e-18,7.720597364677576e-29,1.0,0.0,2.2961046397540485e-09,0.0,1.9999999999999971,2.3916918097821057e-15,0
140,134.51244055932293,75.27368355843487,0.11563254583158926,2.0037178069245576e-11,-2.1192248408923086e-18,4.246328550572781e-29,1.0,0.0,2.2961046397540485e-09,0.0,1.9999999999999971,2.380764888858849e-15,0
148,150.51993568367527,75.27368355843487,0.11563254583158894,2.0037178069245576e-11,6.742988130111988e-18,-1.3511045388186316e-28,1.0,0.0,2.2961046397540485e-09,0.0,1.999999999999997,2.4444308329340344e-15,0
157,168.52836769857154,75.27368355843487,0.11563254583158925,2.0037178069245576e-11,-1.5412544297399073e-17,3.088238945871207e-28,1.0,0.0,2.2961046397540485e-09,0.0,1.9999999999999978,2.417518847816094e-15,0
164,182.5349259323798,75.27368355843487,0.11563254583160658,2.0037178069245576e-11,1.0596124204463526e-17,-2.123164275286788e-28,1.0,0.0,2.2961046397540485e-09,0.0,1.999999999999997,2.4444308329340344e-15,0
169,192.53961038509996,75.27368355843487,0.11563254583158912,2.0037178069245576e-11,2.408210046468617e-16,-4.825373352923784e-27,1.0,0.0,2.2961046397540485e-09,0.0,1.9999999999999973,2.345052394619758e-15,0
174,202.54429483782016,75.27368355843487,0.11563254583158926,2.0037178069245576e-11,9.825496989591733e-18,-1.968752327992859e-28,1.0,0.0,2.2961046397540485e-09,0.0,1.9999999999999973,2.392286388239963e-15,0
182,218.5517899621724,75.27368355843487,0.11563254583158925,2.0037175372149624e-11,-2.695033647648579e-12,-0.0005194501738905383,0.9999998650857493,0.0,2.3167672225099523e-09,-0.059524607939437146,1.9999999999999973,2.345052394619758e-15,1
187,228.55575964242925,75.2362708402143,0.11563254602494494,1.763604888494874e-11,-3.0996704024956013e-11,-0.12648648547794425,0.9919683306393596,0.0,4.086643912160071e-09,-14.533213094132464,1.9999999999999973,2.3555412414322478e-15,1
194,237.40986609615496,67.63195705658202,0.11563254598484196,4.0886992368870585e-11,-2.695389198866162e-11,-0.5848597627075163,0.8111344265691771,0.0,5.61178126190498e-09,-71.5861670165214,2.0000002833535047,2.0018431374770207e-07,1
199,237.69288580709144,55.651102871260406,0.11563254583158994,3.427929533338609e-11,-3.052243914769647e-11,-0.705172910749595,0.7090353770757449,0.0,5.259607860352844e-09,-89.6870298800447,2.0000018044816468,1.2503244630893684e-06,1
205,237.6939535578027,43.6454815754777,0.11563254583158933,3.2400526446276276e-11,-3.239764440563553e-11,-0.7070753363102271,0.7071382246645838,0.0,5.250484491625684e-09,-89.9949042529612,1.9999999999999976,6.80337010045514e-15,1
210,237.69484335006211,33.640797162325455,0.11563254583158933,3.240053611810036e-11,-3.239763473295122e-11,-0.7070753363102269,0.707138224664584,0.0,5.250484491625684e-09,-89.99490425296116,1.9999999999999971,6.7863462992179306e-15,0
