i,x,y,z,dx,dy,dz,radius,rmse,bend
17,1.0525855044304275e-16,7.36975428538653e-17,-28.02540113781896,0.0,0.0,-1.0,1.9999999999999998,2.019169518344242e-16,0
18,-1.6925359972427852e-15,-2.2204324967001304e-16,-30.027857031594877,-3.4611862133235397e-16,4.789150173892434e-17,-1.0,2.0000000000000004,1.3774064044651427e-15,0
19,-1.280915996022091e-15,2.654987826916425e-16,-32.030312925370794,5.437323358695153e-16,8.87085737391997e-17,-1.0,2.0000000000000004,1.0917072450843796e-15,0
20,4.850640439541291e-16,1.3322676295501885e-16,-34.03276881914671,3.7257787682225456e-16,-2.817346948883468e-17,-1.0,1.9999999999999996,5.551115123125783e-16,0
21,2.112255346443887e-16,1.5266652263957677e-16,-36.03522471292262,-9.076532128765102e-28,-1.5524059624048387e-16,-1.0,1.9999999999999996,4.073404867329338e-16,0
22,4.85064043950494e-16,-4.884981308350687e-16,-38.03768060669854,-7.177385077647451e-17,5.74854927010842e-17,-1.0,1.9999999999999998,4.451554519847201e-16,0
23,-7.622240636830039e-17,3.8289084997137376e-16,-40.04013650047445,-4.150449510063286e-16,-4.6047981368113466e-17,-1.0,1.9999999999999993,6.89219278140309e-16,0
24,-1.1771543726986245e-15,-6.729162342091936e-16,-42.04259239425037,-2.6179693839890636e-17,-1.1223823527051036e-16,-1.0,1.9999999999999996,1.116609786946561e-15,0
25,-1.8106977082217652e-16,-6.661338147750916e-17,-44.04504828802629,4.4100866556887253e-16,3.495936735093601e-17,-1.0,1.9999999999999998,2.019169518344242e-16,0
26,5.890464304506575e-16,-5.329070518200752e-16,-46.0475041818022,-3.15914812345677e-16,-4.9898763077298384e-17,-1.0,2.0,5.768888059150692e-16,0
27,-1.4462807266476036e-15,-2.6645352591003766e-16,-48.04996007557812,-8.123051151669785e-17,8.62053584040941e-17,-1.0,2.0000000000000004,1.208759423908047e-15,0
28,2.6372539736856994e-16,-1.8766219579738886e-16,-50.05241596935403,5.125716804370267e-17,1.1088614017177426e-16,-1.0,1.9999999999999998,2.969477424758156e-16,0
29,-1.241000290152854e-15,1.776356839400252e-16,-52.05487186312995,-2.73480418073511e-16,3.61610524709141e-17,-1.0,2.0,9.7616129666152e-16,0
30,-8.315395526386377e-16,-4.2840370506344625e-17,-54.05732775690586,5.642606530530294e-17,4.812358002862983e-17,-1.0,2.0000000000000004,8.105973338483298e-16,0
31,-1.0150188760864767e-15,3.703663768558788e-16,-56.05978365068178,-1.4342837652208191e-16,-4.816658972118283e-17,-1.0,2.000000000000001,1.1921732422659367e-15,0
32,-1.4059575484413463e-15,-2.357433134468827e-16,-58.0622395444577,-7.036946886468424e-17,-2.729814213690657e-17,-1.0,2.0000000000000004,1.1063732703159558e-15,0
33,-1.2968423914264123e-15,2.610397256335163e-16,-60.06469543823361,3.0584638129268964e-16,4.223062602653742e-17,-1.0,2.0000000000000004,1.0917072450843796e-15,0
34,-1.8106977082217652e-16,-6.661338147750916e-17,-62.067151332009544,1.2936345997165326e-17,-3.684877792080546e-17,-1.0,1.9999999999999998,2.019169518344242e-16,0
35,-1.2450334668545158e-15,1.1346362058160226e-16,-64.06960722578546,-2.646576443019744e-16,6.098737709447568e-17,-1.0,2.0000000000000004,1.0799188189651579e-15,0
36,-1.241000290152854e-15,1.776356839400252e-16,-66.07206311956138,2.5438001563383298e-16,2.065472619119622e-16,-1.0,2.0,9.7616129666152e-16,0
37,-2.2626394372495833e-16,9.406671844993755e-16,-68.0745190133373,-3.0255107095883614e-28,0.0,-1.0,1.9999999999999998,6.639953379410253e-16,0
38,-1.2410002901540657e-15,1.776356839400252e-16,-70.07697490711321,1.2000299840541573e-16,-3.008991846014968e-16,-1.0,2.0,9.7616129666152e-16,0
39,2.5433747913045496e-16,-2.6440750677589427e-16,-72.07943080088913,-1.166347017548781e-16,-8.980517662678267e-17,-1.0,1.9999999999999998,2.8555369175727765e-16,0
40,-1.7081119820497696e-15,-1.820261265157511e-16,-74.08188669466504,-1.0871831217475625e-16,4.9387885624141447e-17,-1.0,2.0000000000000004,1.2458417865152058e-15,0
41,-1.8106977082096483e-16,-6.661338147750916e-17,-76.08434258844095,4.443606931839008e-16,3.984566634749269e-17,-1.0,1.9999999999999998,2.019169518344242e-16,0
42,7.151339600713204e-17,-2.2447747677820796e-17,-78.08679848221686,-2.992640367448148e-16,6.53653057000293e-17,-1.0,1.9999999999999998,2.0655932729131431e-16,0
43,-1.3795958391706186e-15,1.9516890181746722e-16,-80.08925437599278,-7.005857632062521e-17,-1.1750272943142269e-17,-1.0,2.0000000000000004,1.1961431941199814e-15,0
44,-2.090650221184396e-16,-6.950655429476264e-17,-82.0917102697687,2.9926403674390716e-16,-6.53653057000293e-17,-1.0,1.9999999999999996,3.9553099861723575e-16,0
45,-1.810697708245999e-16,-6.661338147750916e-17,-84.09416616354461,-3.13475923004499e-16,1.3914982110414695e-16,-1.0,1.9999999999999998,2.019169518344242e-16,0
46,-1.4645084412728485e-15,4.877762044809643e-16,-86.09662205732053,-2.6827907780539435e-16,1.8807250401008962e-16,-1.0,2.0000000000000004,1.2401207623172777e-15,0
47,-1.2555038118809592e-15,6.866004067468882e-16,-88.09907795109645,3.1722409131315907e-16,-2.3268063412219823e-16,-1.0,2.000000000000001,1.410060571465807e-15,0
48,-1.9405393867735848e-16,-4.440892098500626e-16,-90.10153384487236,-5.58129251249759e-17,-1.0954831885237341e-16,-1.0,2.0,3.4010926983697844e-16,0
49,-1.479029653611723e-15,2.4786905326853117e-16,-92.10398973864828,-1.2996782843105888e-17,9.047441623543505e-17,-1.0,2.0000000000000004,1.218135849534745e-15,0
50,-2.461049074859647e-16,-8.17471537968978e-17,-94.1064456324242,3.4775341038626824e-17,7.731493979947564e-17,-1.0,1.9999999999999998,2.3247485285219787e-16,0
51,-1.3397574803699915e-15,5.575085670253116e-16,-96.10890152620011,-2.9967596861735014e-16,-4.6119960166725474e-17,-1.0,2.0000000000000004,1.1521328816827455e-15,0
52,-1.4462807266476036e-15,-2.6645352591003766e-16,-98.11135741997603,-9.416192819225187e-17,-4.8466426510862864e-17,-1.0,2.0000000000000004,1.208759423908047e-15,0
53,-1.7168676965257503e-15,3.634048041914422e-16,-100.11381331375195,3.756258221363079e-16,6.079870464873257e-17,-1.0,2.0000000000000004,1.2665978106656885e-15,0
54,5.806755613494446e-17,-2.2960076994446132e-17,-102.11626920752786,3.802365291990756e-16,-2.0162591759233622e-16,-1.0,1.9999999999999998,2.0655932729131431e-16,0
55,-1.9405393867857017e-16,-4.440892098500626e-16,-104.1187251013038,-1.5908572707868405e-17,-8.764709914022494e-18,-1.0,2.0,3.4010926983697844e-16,0
56,-5.6448742259228795e-18,-5.806196704358711e-17,-106.12118099507968,5.965804363952342e-17,2.8885697512712003e-16,-1.0,1.9999999999999998,2.0884182008761526e-16,0
57,4.487126351563716e-17,7.127574947530989e-16,-108.1236368888556,-9.299859589793076e-17,-4.774171764210782e-18,-1.0,2.0,4.556806751403839e-16,0
58,-3.7809604716331406e-16,-7.718210381787194e-17,-110.1260927826315,9.697111144513628e-18,-1.5024929991240045e-16,-1.0,1.9999999999999996,4.849136328914206e-16,0
59,8.370733824350004e-17,1.1102230246251565e-16,-112.12854867640743,3.185350351448607e-17,3.9601986551292935e-17,-1.0,2.0,1.411068838002555e-16,0
60,-2.505255754633246e-16,8.142035893187088e-17,-114.13100457018335,-2.5484705892115716e-16,-1.309959973266838e-16,-1.0,2.0,1.8981492250549577e-16,0
61,-9.369326520527588e-16,-4.136051113532288e-16,-116.13346046395927,-1.3802801304106388e-16,6.295390642854257e-17,-1.0,2.0000000000000004,8.790576505958316e-16,0
62,-8.033155919038415e-16,3.3354520085997705e-16,-118.1359163577352,-7.060441901705111e-17,1.0926791800237839e-16,-1.0,2.0,6.933340566559918e-16,0
63,-1.2196971220273956e-15,2.4003261455743602e-17,-120.1383722515111,1.3341405374135977e-16,-1.0558683511503359e-16,-1.0,2.0000000000000004,1.0680002819009354e-15,0
64,-2.690040754499997e-16,-8.93207597025098e-17,-122.140828145287,5.040755679389849e-17,1.1936676983271403e-16,-1.0,1.9999999999999998,2.3247485285219787e-16,0
65,-1.0178193036418245e-15,5.020566450007633e-16,-124.1432840390629,2.1956614600084594e-17,5.669882241996013e-18,-1.0,2.0000000000000004,9.663994384158908e-16,0
66,-1.810697708233882e-16,-6.661338147750916e-17,-126.14573993283884,-1.5807301486950253e-16,-2.966727937112249e-17,-1.0,1.9999999999999998,2.019169518344242e-16,0
67,-1.6508877841865514e-15,3.8324180814276146e-16,-128.14819582661474,9.425372006164275e-17,-2.6200067315601452e-17,-1.0,2.0,1.3085714074518125e-15,0
68,1.9640806367209557e-16,-1.7154233990441293e-16,-130.15065172039067,4.2512774155715007e-16,-8.06990840093231e-17,-1.0,2.0,2.6127917847709276e-16,0
69,5.171131919096828e-17,6.004909534918773e-17,-132.15310761416657,-4.07279909458454e-16,1.982784555006451e-16,-1.0,1.9999999999999998,2.110996351109481e-16,0
70,-1.4347120465511102e-15,6.225453837476923e-16,-134.1555635079425,-5.812389944245568e-17,-3.162678319667173e-17,-1.0,2.0000000000000004,1.2703351979882283e-15,0
71,-1.810697708245999e-16,-6.661338147750916e-17,-136.1580194017184,4.3432672172507955e-16,-1.0490374985084868e-16,-1.0,1.9999999999999998,2.019169518344242e-16,0
72,3.047281609344058e-16,2.0241511941163952e-16,-138.16047529549434,1.1088614017177401e-16,-6.098737709447578e-17,-1.0,1.9999999999999996,4.108171399920238e-16,0
73,2.630194390254627e-16,-3.108624468950439e-16,-140.16293118927024,-3.4307281267181633e-16,4.3711501837578996e-17,-1.0,2.0,2.5015576816627496e-16,0
74,-1.0692481905235134e-15,3.7747582837255326e-16,-142.16538708304617,-1.9247793008816594e-18,5.941630211484195e-17,-1.0,2.0000000000000004,9.639435273594668e-16,0
75,2.55310867714926e-16,-7.290539818257243e-17,-144.16784297682207,4.254437261586429e-16,-4.0528267816156444e-17,-1.0,1.9999999999999996,3.931265325747076e-16,0
76,6.346164033092099e-16,2.151636908665707e-16,-146.170298870598,1.9247793008816594e-18,-5.941630211484195e-17,-1.0,1.9999999999999998,5.161687568396454e-16,0
77,2.630194390254627e-16,-3.108624468950439e-16,-148.1727547643739,-5.318608008095235e-16,-6.006899321221438e-17,-1.0,2.0,2.5015576816627496e-16,0
78,-1.4954391871896087e-15,-2.540732811539773e-17,-150.17521065814984,-6.622247816013774e-17,1.2539173006204828e-16,-1.0,2.0,1.0973379883216493e-15,0
79,-2.19574435896679e-18,1.913203708919709e-16,-152.17766655192574,1.2274542649054258e-17,-6.018764222070152e-17,-1.0,1.9999999999999998,2.019169518344242e-16,0
80,-1.4462807266476036e-15,-2.6645352591003766e-16,-154.18012244570167,1.567738110100062e-17,-1.856179799523196e-17,-1.0,2.0000000000000004,1.208759423908047e-15,0
81,6.059078401037293e-17,1.1698200730271044e-16,-156.18257833947757,9.414253200182705e-17,1.6078490324907347e-16,-1.0,2.0,1.411068838002555e-16,0
82,-1.0692481905235134e-15,3.7747582837255326e-16,-158.18503423325348,-6.439131289556185e-17,-8.924442368436501e-17,-1.0,2.0000000000000004,9.639435273594668e-16,0
83,-1.972907440210011e-16,-2.40434037084073e-16,-160.1874901270294,-2.073268919009502e-16,-1.552405962404835e-16,-1.0,1.9999999999999998,2.684388377480701e-16,0
84,-1.8995741037741136e-15,-2.4424906541753397e-16,-162.1899460208053,-3.118645425621469e-16,-6.4968943652739335e-18,-1.0,2.0000000000000004,1.4818622381648283e-15,0
85,-1.4462807266476036e-15,-2.6645352591003766e-16,-164.19240191458124,4.84706583205058e-16,4.94984651823059e-17,-1.0,2.0000000000000004,1.208759423908047e-15,0
86,4.16330048077969e-17,-4.601207874319307e-17,-166.19485780835714,0.0,0.0,-1.0,2.0,7.542480201369688e-17,0
87,-1.4462807266476036e-15,-2.6645352591003766e-16,-168.19731370213307,-2.7737969130410786e-16,1.057421310581776e-16,-1.0,2.0000000000000004,1.208759423908047e-15,0
88,-1.0692481905235134e-15,3.7747582837255326e-16,-170.19976959590898,-5.1257168043702724e-17,2.3286089436072555e-16,-1.0,2.0000000000000004,9.639435273594668e-16,0
89,-1.6515611631423538e-15,6.661338147750943e-16,-172.2022254896849,1.7875116226356772e-16,9.306942146431944e-18,-1.0,2.0000000000000004,1.4274363809917384e-15,0
90,-3.5336555373556056e-16,4.147493106808615e-16,-174.2046813834608,-6.192719185602574e-17,-2.273165873521351e-16,-1.0,1.9999999999999996,5.727651733108225e-16,0
91,-1.899574103776537e-15,-2.4424906541753397e-16,-176.20713727723677,2.6181040091434127e-17,-1.3298889641835953e-17,-1.0,2.0000000000000004,1.4818622381648283e-15,0
92,-2.485127976630089e-16,3.6148843079292173e-16,-178.20959317101264,3.864792686268282e-17,1.8142580422708758e-16,-1.0,1.9999999999999998,4.1196950449965793e-16,0
93,-1.7447925659197385e-15,4.823452764975951e-16,-180.21204906478857,1.2433545250855278e-16,-1.478323605344626e-16,-1.0,2.0000000000000004,1.2665978106656885e-15,0
94,2.494397216990853e-16,-2.3056713249316002e-16,-182.21450495856448,1.6867896503887275e-16,-2.618520798660278e-17,-1.0,1.9999999999999998,2.8555369175727765e-16,0
95,-1.0692481905235134e-15,3.7747582837255326e-16,-184.2169608523404,-4.23410186865381e-16,-8.960595219205731e-18,-1.0,2.0000000000000004,9.639435273594668e-16,0
96,-1.4462807266476036e-15,-2.6645352591003766e-16,-186.2194167461163,2.845861721834068e-16,-1.0929254813307146e-16,-1.0,2.0000000000000004,1.208759423908047e-15,0
97,7.049432502806008e-17,-6.023118593715766e-17,-188.2218726398922,9.414253200182639e-17,1.6078490324907234e-16,-1.0,1.9999999999999998,2.0655932729131431e-16,0
98,-1.0692481905235134e-15,3.7747582837255326e-16,-190.22432853366814,-2.7615861093609606e-16,-4.3905542656702445e-17,-1.0,2.0000000000000004,9.639435273594668e-16,0
99,-1.0354965511438517e-15,-2.3606901126184513e-16,-192.22678442744404,2.883242528328158e-16,-2.77211966447239e-17,-1.0,2.0000000000000004,8.404593055099895e-16,0
100,8.546500828371388e-17,2.664548811650554e-16,-194.22924032122,-5.189659896362843e-17,3.493719412286461e-18,-1.0,1.9999999999999998,2.019169518344242e-16,0
101,-1.2433378520671374e-15,-2.220769732051804e-16,-196.23169621499588,4.433416768220194e-17,-1.4415232062152668e-16,-1.0,2.0,9.540566657221465e-16,0
102,2.630194390254627e-16,-3.108624468950439e-16,-198.2341521087718,4.3469037716319695e-17,1.4970437137748668e-16,-1.0,2.0,2.5015576816627496e-16,0
103,-1.0692481905235134e-15,3.7747582837255326e-16,-200.2366080025477,-4.2680095251684586e-16,1.1088614017177399e-17,-1.0,2.0000000000000004,9.639435273594668e-16,0
104,-1.4462807266476036e-15,-2.6645352591003766e-16,-202.23906389632364,2.879123275333322e-16,-8.065824726799986e-17,-1.0,2.0000000000000004,1.208759423908047e-15,0
105,8.381528379621296e-17,5.4446663125670173e-17,-204.24151979009955,0.0,0.0,-1.0,1.9999999999999998,2.1333355589415134e-16,0
106,-1.4462807266476036e-15,-2.6645352591003766e-16,-206.24397568387548,-2.879123275333322e-16,8.065824726799986e-17,-1.0,2.0000000000000004,1.208759423908047e-15,0
107,-1.0692481905235134e-15,3.7747582837255326e-16,-208.24643157765138,3.647236879103585e-16,-1.805968135804842e-16,-1.0,2.0000000000000004,9.639435273594668e-16,0
108,1.4405470263967254e-17,-9.897278334128198e-16,-210.2488874714273,3.4652310120128364e-16,-1.174853855271559e-16,-1.0,1.9999999999999996,8.111819695780277e-16,0
109,3.1854626213652435e-16,-9.304277699022499e-17,-212.2513433652032,-2.7058115590853213e-16,3.413817168295565e-16,-1.0,1.9999999999999996,3.931265325747076e-16,0
110,-1.0692481905235134e-15,3.7747582837255326e-16,-214.25379925897914,-4.4066563320311e-16,-4.329951772191644e-17,-1.0,2.0000000000000004,9.639435273594668e-16,0
111,-1.4462807266476036e-15,-2.6645352591003766e-16,-216.25625515275505,2.7826354360854724e-16,2.0787239421624283e-16,-1.0,2.0000000000000004,1.208759423908047e-15,0
112,4.5172755320293107e-17,1.2099864302757998e-15,-218.25871104653095,9.414253200182639e-17,1.6078490324907234e-16,-1.0,2.0,7.485697861537889e-16,0
113,-1.0692481905235134e-15,3.7747582837255326e-16,-220.26116694030688,9.621830633818542e-18,-2.744040783193077e-16,-1.0,2.0000000000000004,9.639435273594668e-16,0
114,8.370733824350004e-17,1.1102230246251565e-16,-222.26362283408275,-9.414253200182639e-17,-1.6078490324907234e-16,-1.0,2.0,1.411068838002555e-16,0
115,-1.4462807266476036e-15,-2.6645352591003766e-16,-224.2660787278587,-3.4025559533082256e-16,-1.9915156007827273e-16,-1.0,2.0000000000000004,1.208759423908047e-15,0
116,-1.2789863062773875e-15,-6.865621280043016e-16,-226.26853462163461,4.2717280567894323e-16,-2.9464078330596985e-17,-1.0,2.0000000000000004,1.1745460544441426e-15,0
117,2.6450867813758487e-16,-3.8445456052559606e-16,-228.27099051541055,-1.032606241792399e-16,1.1598729334766317e-16,-1.0,2.0,3.604116636931386e-16,0
118,-1.6925359972427852e-15,-2.2204324967001304e-16,-230.27344640918645,-5.706601530385215e-17,1.9380210396539875e-16,-1.0,2.0000000000000004,1.3774064044651427e-15,0
119,3.596432077857407e-17,3.9170577009777525e-16,-232.27590230296238,6.148831326587477e-17,-1.108895241539695e-17,-1.0,2.0,3.25872389386347e-16,0
120,-1.4462807266476036e-15,-2.6645352591003766e-16,-234.27835819673828,1.1921115869099043e-17,-7.008480648879382e-17,-1.0,2.0000000000000004,1.208759423908047e-15,0
121,8.370733824350004e-17,1.1102230246251565e-16,-236.2808140905142,3.8202790624419014e-16,9.425321914600793e-17,-1.0,2.0,1.411068838002555e-16,0
122,8.370733824350004e-17,1.1102230246251565e-16,-238.28326998429011,-3.8202790624419014e-16,-9.425321914600793e-17,-1.0,2.0,1.411068838002555e-16,0
123,-1.4462807266476036e-15,-2.6645352591003766e-16,-240.28572587806605,7.798810561960167e-17,2.8119904707620694e-18,-1.0,2.0000000000000004,1.208759423908047e-15,0
124,3.9604282172828016e-16,1.222840762453541e-16,-242.28818177184195,4.903942626383895e-17,-1.3336190134931555e-18,-1.0,1.9999999999999996,5.551115123125783e-16,0
125,-1.249882150348776e-15,-2.7179455241727964e-16,-244.29063766561788,-4.600160118637918e-16,-9.706520961677e-17,-1.0,2.0000000000000004,1.0772816506356619e-15,0
126,-1.4462807266476036e-15,-2.6645352591003766e-16,-246.29309355939378,3.7305986507958987e-16,1.798046557894388e-17,-1.0,2.0000000000000004,1.208759423908047e-15,0
127,2.441897007709701e-16,-1.997843738744973e-16,-248.2955494531697,-5.3626643130669626e-17,5.203208207869068e-17,-1.0,1.9999999999999998,2.969477424758156e-16,0
128,-1.6610507018484564e-15,-5.806962706222632e-17,-250.2980053469456,-1.0618447899745009e-16,3.32519165118479e-17,-1.0,2.0,1.2605949436514627e-15,0
129,-1.8106977082096483e-16,-6.661338147750916e-17,-252.30046124072152,1.4776917513249563e-16,1.0875282117038203e-16,-1.0,1.9999999999999998,2.019169518344242e-16,0
130,-1.0692481905235134e-15,3.7747582837255326e-16,-254.30291713449742,-3.159148123459773e-16,-4.989876307729803e-17,-1.0,2.0000000000000004,9.639435273594668e-16,0
131,-1.4462807266476036e-15,-2.6645352591003766e-16,-256.3053730282734,2.1804918750108297e-16,-1.5391823656090647e-16,-1.0,2.0000000000000004,1.208759423908047e-15,0
132,-1.9598042923432017e-16,-2.38953131549417e-16,-258.3078289220493,-6.14883132658752e-17,1.108895241539703e-17,-1.0,1.9999999999999998,2.684388377480701e-16,0
133,-1.6925359972427852e-15,-2.2204324967001304e-16,-260.3102848158252,-3.715397388862128e-16,-4.365564784807348e-17,-1.0,2.0000000000000004,1.3774064044651427e-15,0
134,-1.6839643090436334e-15,-4.1379015020937703e-16,-262.3127407096011,5.412427518593804e-16,9.079395998725624e-17,-1.0,2.0000000000000004,1.3928083711525547e-15,0
135,4.750934796058549e-16,1.4157855092146156e-16,-264.31519660337705,3.75262831728671e-16,8.668774423720615e-17,-1.0,1.9999999999999996,5.551115123125783e-16,0
136,-1.810697708233882e-16,-6.661338147750916e-17,-266.31765249715295,-4.269476714758065e-16,-1.0136983417112263e-16,-1.0,1.9999999999999998,2.019169518344242e-16,0
137,-1.234794282555398e-15,-2.643986928526392e-16,-268.32010839092885,4.521192486341274e-17,-5.5439686103693404e-18,-1.0,2.0000000000000004,1.0755199460216561e-15,0
138,0.0,-8.881648671499453e-17,-270.32256428470475,-5.646492361605694e-17,1.3266150030429377e-16,-1.0,1.9999999999999996,4.277767810532025e-16,0
139,-1.46093132072856e-15,2.6689891347034177e-16,-272.3250201784807,-4.743110971082031e-16,-3.881048745833942e-17,-1.0,2.0000000000000004,1.2024678552306637e-15,0
140,-1.8995741037753253e-15,-2.4424906541753397e-16,-274.3274760722567,3.1957296884312285e-16,-8.327581545852882e-17,-1.0,2.0000000000000004,1.4818622381648283e-15,0
141,-1.8106977082581159e-16,-6.661338147750916e-17,-276.3299319660325,4.891631915314448e-16,3.2397959124939496e-16,-1.0,1.9999999999999998,2.019169518344242e-16,0
142,5.948132802539171e-17,1.0532606185033652e-15,-278.3323878598084,1.3862024874436988e-16,2.5376891413176483e-16,-1.0,1.9999999999999998,7.434860615577058e-16,0
143,3.7409209736388654e-16,9.49708734043032e-16,-280.3348437535844,3.96568758864345e-17,-1.7896289349583146e-16,-1.0,1.9999999999999996,7.868557889367773e-16,0
144,2.1830361772045443e-16,3.3653001680752125e-16,-282.3372996473603,-5.160233743550186e-16,-2.925787247936701e-16,-1.0,2.0,3.4973041948666054e-16,0
145,-1.6925359972427852e-15,-2.2204324967001304e-16,-284.3397555411362,-3.642480696809224e-16,-1.5987072700593357e-16,-1.0,2.0000000000000004,1.3774064044651427e-15,0
146,-1.240477770137663e-15,-3.037381422630187e-16,-286.3422114349121,1.1274548130927558e-16,9.979718775637783e-17,-1.0,1.9999999999999998,9.565379616310048e-16,0
147,-1.2410002901540657e-15,1.776356839400252e-16,-288.344667328688,4.275489416430303e-17,1.700946254928594e-16,-1.0,2.0,9.7616129666152e-16,0
148,-1.0692481905235134e-15,3.7747582837255326e-16,-290.34712322246395,3.755437844737457e-16,-1.219747541889506e-16,-1.0,2.0000000000000004,9.639435273594668e-16,0
149,2.630194390266744e-16,-3.108624468950439e-16,-292.34957911623985,-1.5904039986970773e-16,-2.1604367077459814e-16,-1.0,2.0,2.5015576816627496e-16,0
150,-1.7061909626586585e-15,-4.877600153385962e-16,-294.35203501001575,2.0066903022982945e-18,-8.187937903707848e-17,-1.0,2.0000000000000004,1.2811119657997697e-15,0
151,2.7105605667231474e-16,-6.387821371580616e-16,-296.35449090379166,3.4095546020054437e-18,6.634771994092074e-17,-1.0,2.0,4.965068306494546e-16,0
152,-1.6925359972427852e-15,-2.2204324967001304e-16,-298.3569467975676,-1.7647738421782313e-16,1.1081717856830529e-16,-1.0,2.0000000000000004,1.3774064044651427e-15,0
153,-4.35720299617964e-16,-1.9496911244661626e-16,-300.3594026913435,6.14883132658752e-17,-1.108895241539703e-17,-1.0,2.0,3.5644370796333795e-16,0
154,-1.4462807266476036e-15,-2.6645352591003766e-16,-302.3618585851194,-1.4942866148464247e-16,-2.7677124107609536e-18,-1.0,2.0000000000000004,1.208759423908047e-15,0
155,-1.034168907395897e-15,-2.0605355650502622e-16,-304.3643144788953,5.125716804279456e-17,1.1088614017177327e-16,-1.0,2.0,6.89219278140309e-16,0
156,-1.241000290156489e-15,1.776356839400252e-16,-306.3667703726713,-6.409619350325868e-17,-1.7148176655579554e-17,-1.0,2.0,9.7616129666152e-16,0
157,-1.2908685082943027e-15,-2.7473049132797845e-16,-308.3692262664472,2.646576443025851e-16,-6.098737709447699e-17,-1.0,2.0000000000000004,1.0772816506356619e-15,0
158,-1.810697708233882e-16,-6.661338147750916e-17,-310.37168216022303,1.2451764429678332e-17,1.1295284372406472e-16,-1.0,1.9999999999999998,2.019169518344242e-16,0
159,-1.2410002901540657e-15,1.776356839400252e-16,-312.374138053999,4.2467052975065587e-17,-8.26363901950688e-18,-1.0,2.0,9.7616129666152e-16,0
160,-1.0992969780956268e-17,-9.970852679480624e-17,-314.37659394777495,-6.048138501789242e-17,5.178935116893654e-17,-1.0,1.9999999999999996,4.277767810532025e-16,0
161,-1.4832229019396856e-15,3.8504746690616196e-16,-316.37904984155085,-3.0712469727704305e-16,6.925101611398323e-17,-1.0,2.0000000000000004,1.2673461698510201e-15,0
162,-1.2410002901540657e-15,1.776356839400252e-16,-318.38150573532675,-4.2032951068907045e-17,7.018540302001407e-17,-1.0,2.0,9.7616129666152e-16,0
163,-1.6515611631411421e-15,6.661338147750943e-16,-320.3839616291027,3.2363142852205084e-16,1.3046099279929134e-16,-1.0,2.0000000000000004,1.4274363809917384e-15,0
