i,x,y,z,qx,qy,qz,qw,o,a,t,radius,rmse,bend
14,-27.87889724686903,-1.0414541512613538,0.11563254583158959,-2.6297889204282414e-12,-5.225834806075028e-15,0.99989142571335,-0.014735561914100123,0.0,3.013553850905737e-10,-178.31136787268477,2.0000000000000018,5.152494885110683e-16,1
15,-29.884015851844843,-1.0414541512613544,0.11563254583158966,-5.6473048882199145e-12,2.1583861280180836e-14,0.999124505003504,-0.04183567259532349,0.0,6.471339020208688e-10,-175.2045855189009,2.0000000000000018,1.5084960402739377e-16,1
16,-31.889134456820656,-1.041454151261354,0.11563254583158937,-2.318862048420118e-11,-4.73284727694561e-13,0.9964454181679636,-0.08424089631569852,0.0,2.6577708922559395e-09,-170.3352502601866,2.000000000000002,6.340470436980574e-16,1
17,-33.89425306179647,-1.0414541512613533,0.11563254583158962,2.1232749757223807e-11,4.619646512309926e-12,0.9899266199732408,-0.1415813796668008,0.0,2.490025963197695e-09,-163.72127157285544,2.0000000107074896,8.012749965096158e-09,1
18,-37.89042197922309,-1.2584451746434413,0.1156325458316026,3.795824586240938e-11,5.472027449751806e-12,0.977555872911579,-0.21067632837146405,0.0,4.394649977257359e-09,-155.67602050038485,2.001107710896595,0.0007700688603946716,1
19,-41.529501972298306,-2.832644754059521,0.11563254546132215,-3.5893680550397277e-12,-6.836785016906606e-12,0.9558239340506625,-0.29393980182329016,0.0,8.84853079696768e-10,-145.8120517179489,2.0000000126159883,3.7071985861232245e-08,1
20,-42.9086354193184,-3.9894855128646562,0.11563254552875427,-3.420529109085618e-12,-6.23187431865386e-12,0.9244189092810746,-0.3813786571946422,0.0,8.146230356942397e-10,-135.1617879372105,2.0000013128192022,9.277569921100917e-07,1
21,-44.134408568571686,-5.487525774365502,0.11563254434046856,-3.2219469138758674e-12,-5.57246209660932e-12,0.8849895094062461,-0.4656109623289511,0.0,7.376002031378448e-10,-124.50046070236301,2.0000421730184605,2.9672528276516105e-05,1
22,-45.64533905944921,-9.188394881498606,0.1156325500151217,-3.028820892145475e-12,-4.927182349709367e-12,0.8416609965086937,-0.5400062656636427,0.0,6.62765842207591e-10,-114.6318692437762,2.0000248015963726,1.745058652900324e-05,1
23,-45.81853027369894,-11.183469986932124,0.11563254583158981,-5.37307562100659e-13,-2.873711764409585e-12,0.800455836725934,-0.5993917362221346,0.0,3.3500668905617204e-10,-106.347307257035,2.000008039125422,5.657130912833768e-06,1
24,-45.81853027369894,-15.19378227624793,0.11563254583158986,1.977744145340017e-12,-8.328798167191511e-13,0.7649373118977563,-0.6441047343923462,0.0,2.4590462999185547e-10,-99.80283065328642,2.0000000741431108,6.889969258920951e-08,1
25,-45.81853027369894,-17.198900881223743,0.11563254583158984,1.5043704500875067e-11,1.011813350697927e-11,0.7374466781677675,-0.6754053574404967,0.0,2.0775132725248113e-09,-95.02872709663936,2.0000000692169335,5.938581434090932e-08,1
26,-45.81853027369894,-19.204019486199556,0.11563254583158986,-1.6118674766094176e-11,-1.9064390706820978e-11,0.719321385414606,-0.694677439165266,0.0,2.8608155844267458e-09,-91.99696229688901,2.000900763081263,0.0006740576343636616,1
27,-45.81853027369894,-21.20913809117537,0.11563254583158986,-2.6333173899764077e-11,-2.8382083187374177e-11,0.7082383663978149,-0.705973382190968,0.0,4.436600420376635e-09,-90.18352827981437,2.0000000000000013,1.3852999155310541e-15,1
28,-45.81853027369894,-23.214256696151182,0.11563254583158984,1.0244561392577564e-12,-1.02445577674275e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,1
29,-45.81853027369894,-25.219375301126988,0.11563254583158984,1.024456365834726e-12,-1.0244555501657806e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.3887178825215083e-15,1
30,-45.81853027369894,-27.224493906102808,0.11563254583158983,1.0244560939450775e-12,-1.024455822055429e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,1
31,-45.81853027369894,-29.22961251107861,0.11563254583158987,1.0244559580002533e-12,-1.0244559580002533e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,1
32,-45.81853027369894,-31.234731116054434,0.11563254583158983,1.0244560939450775e-12,-1.024455822055429e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,1
33,-45.81853027369894,-33.23984972103024,0.11563254583158987,1.0244562298899017e-12,-1.0244556861106048e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,1
34,-45.81853027369894,-35.24496832600606,0.11563254583158987,1.0244562298899017e-12,-1.0244556861106048e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,0
35,-45.81853027369894,-37.250086930981865,0.11563254583158984,1.024455822055429e-12,-1.0244560939450775e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,0
36,-45.81853027369894,-39.255205535957685,0.11563254583158987,1.0244559580002533e-12,-1.0244559580002533e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,0
37,-45.81853027369894,-41.26032414093349,0.11563254583158984,1.0244514718210538e-12,-1.0244604441794527e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,0
38,-45.81853027369894,-43.2654427459093,0.11563254583158987,1.024450928041757e-12,-1.0244609879587494e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,0
39,-45.81853027369894,-45.27056135088512,0.11563254583158983,1.024455822055429e-12,-1.0244560939450775e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.3887178825215083e-15,0
40,-45.81853027369894,-47.27567995586092,0.11563254583158986,1.024455822055429e-12,-1.0244560939450775e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,0
41,-45.81853027369894,-49.28079856083674,0.11563254583158984,1.024455822055429e-12,-1.0244560939450775e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,0
42,-45.81853027369894,-51.28591716581255,0.1156325458315894,1.024455822055429e-12,-1.0244560939450775e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,0
43,-45.81853027369894,-53.29103577078837,0.11563254583158983,1.0244532391037687e-12,-1.0244586768967378e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,0
44,-45.81853027369894,-55.296154375764175,0.11563254583158987,1.0244492967038663e-12,-1.0244626192966401e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.35450009033397e-15,0
45,-45.81853027369894,-57.30127298073998,0.11563254583158983,1.0244517437107024e-12,-1.024460172289804e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,0
46,-45.81853027369894,-59.3063915857158,0.11563254583158987,1.0244605801242768e-12,-1.0244513358762296e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.4605950104501984e-15,0
47,-45.81853027369894,-61.31151019069161,0.11563254583158983,1.024460716069101e-12,-1.0244511999314054e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,0
48,-45.81853027369894,-63.31662879566743,0.11563254583158959,1.0244559580002533e-12,-1.0244559580002533e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,0
49,-45.81853027369894,-65.32174740064323,0.11563254583158941,1.024455822055429e-12,-1.0244560939450775e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,0
50,-45.81853027369894,-67.32686600561905,0.11563254583158986,1.0244559580002533e-12,-1.0244559580002533e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,0
51,-45.81853027369894,-69.33198461059486,0.11563254583158986,1.0244562298899017e-12,-1.0244556861106048e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,0
52,-45.81853027369894,-71.33710321557066,0.11563254583158986,1.024458812841562e-12,-1.0244531031589445e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.3653069796332351e-15,0
53,-45.81853027369894,-73.34222182054648,0.11563254583158984,1.0244628911862885e-12,-1.024449024814218e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.5125760328546223e-15,1
54,-45.81853027369894,-75.34734042552229,0.11563254583158984,1.0244604441794527e-12,-1.0244514718210538e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,1
55,-45.81853027369894,-77.35245903049811,0.11563254583158986,1.024445354303964e-12,-1.0244665616965427e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,1
56,-45.81853027369894,-79.35757763547392,0.11563254583158987,1.024445354303964e-12,-1.0244665616965427e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,1
57,-45.81853027369894,-81.36269624044974,0.11563254583158984,1.0244438589108975e-12,-1.024468057089609e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,1
58,-45.81853027369894,-83.36781484542554,0.11563254583158987,1.0244427713523036e-12,-1.024469144648203e-12,0.7071067811865475,-0.7071067811865476,0.0,1.660112047829898e-10,-90.0,2.0000000000000013,1.347130039030722e-15,1
59,-45.81853027369894,-85.37293345040136,0.11563254583158986,-2.606035112126831e-12,-4.65494623395728e-12,0.706492970520948,-0.7077200594899703,0.0,6.113225481385598e-10,-89.90057084770689,2.0000000000000013,1.347130039030722e-15,1
60,-45.81853027369894,-87.37805205537715,0.11563254583158877,1.009206801500944e-11,8.114360805634997e-12,0.7016962294947577,-0.7124762462797201,0.0,1.4839258710708236e-09,-89.12650329086773,2.0000000000000013,1.347130039030722e-15,1
61,-45.81853027369894,-89.38317066035299,0.11563254583158986,1.036412935133372e-11,7.886794414350647e-12,0.6818173676740876,-0.7315224378909905,0.0,1.492395540481084e-09,-85.97164462623472,2.0000000000000013,1.347130039030722e-15,1
62,-45.81853027369894,-91.38828926532878,0.1156325458315886,6.069731234658626e-12,2.3892511505814894e-12,0.646320906586924,-0.7630657151967035,0.0,7.474909580196254e-10,-80.52956979916443,2.0000000000000013,1.347130039030722e-15,1
63,-45.81853027369894,-93.3934078703046,0.11563254583158973,8.747413682979798e-12,4.97341258845914e-12,0.5944714230443434,-0.8041167372860941,0.0,1.1530687515914906e-09,-72.94992042856704,2.0000000000000013,1.3835877656795063e-15,1
64,-45.75591985732205,-95.39663758282195,0.11563254546101832,1.162768825384844e-11,7.610159844826073e-12,0.5257619990325934,-0.8506317184147623,0.0,1.5924399576761061e-09,-63.439109659832724,2.0000000000000018,1.6255750989926907e-15,1
65,-45.33354276723301,-97.35595604194828,0.11563254712425046,1.3274546405105112e-11,8.092531639415116e-12,0.44420970749849564,-0.8959228402960274,0.0,1.781529590516584e-09,-52.745574323091745,2.0000000000000013,1.347130039030722e-15,1
66,-41.987929602831464,-102.14960285651213,0.11563254543624735,1.4883275836123432e-11,8.524202598470785e-12,0.35418823193158333,-0.9351741529582492,0.0,1.965418050531298e-09,-41.48740239703773,2.000000000000002,1.8380040534786434e-15,1
67,-36.436914752372644,-104.2602775480699,0.11563254566731804,1.6316111142801817e-11,8.86648805309041e-12,0.2629568824294676,-0.9648075859895461,0.0,2.127933385054348e-09,-30.491171387336635,2.00011729332244,8.777408665982839e-05,1
68,-34.43191381666103,-104.27950729598214,0.11563254583158954,1.9043058346818243e-11,1.4819324893122835e-11,0.1781076458574508,-0.9840110093322721,0.0,2.765091267065145e-09,-20.519109781195596,2.000051877321036,3.6499924250199314e-05,1
69,-32.426795211685224,-104.27950729598214,0.11563254583158987,1.689245256273611e-11,-4.248044830696887e-12,0.10516604931059952,-0.9944546757255459,0.0,1.9959998098784126e-09,-12.0734669047728,2.0000000611705584,4.570276417315355e-08,1
70,-30.421676606709415,-104.27950729598214,0.11563254583158977,1.6861716707663608e-11,-3.0195761915179064e-12,0.050601629644134484,-0.9987189169517907,0.0,1.9629453618108528e-09,-5.800997028134418,2.0000000613134907,4.3744462909831665e-08,1
71,-28.41655800173358,-104.27950729598214,0.11563254583158979,1.717254549110882e-11,4.828566060498435e-12,0.015397870423300463,-0.9998814457656604,0.0,2.044146185653517e-09,-1.764535709099988,2.000020930004246,1.4726934255177189e-05,1
72,-26.411439396757768,-104.27950729598214,0.1156325458315895,1.720827008017037e-11,2.271186156289078e-12,0.000266403104910946,-0.9999999645146923,0.0,1.9890364910679637e-09,-0.03052754748225084,2.000018142023259,1.2765655395202203e-05,1
73,-24.406320791781965,-104.27950729598214,0.11563254583159004,1.7208270692091308e-11,4.806375353757143e-18,8.270940813524904e-29,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000042050896,1.0685825223844606e-08,1
74,-22.401202186806156,-104.27950729598214,0.11563254583159004,1.7208270692091308e-11,-1.9225501415028253e-18,-3.308376325409906e-29,-1.0,0.0,1.9719266219908604e-09,0.0,2.000000020763677,1.753169984551624e-08,1
75,-20.396083581830347,-104.27950729598214,0.11563254583159684,1.7208270692091308e-11,-9.805005721664572e-18,-1.6872719259590802e-28,-1.0,0.0,1.9719266219908604e-09,0.0,2.000307301798602,0.00021620427869061343,1
76,-18.390964976854537,-104.27950729598214,0.11563254583158951,1.7208270692091308e-11,-6.1521604528091954e-18,-1.0586804241311968e-28,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000110552357975,8.272979170981213e-06,1
77,-16.385846371878728,-104.27950729598214,0.11563254583158977,1.7208270692091308e-11,-7.305690537710921e-18,-1.2571830036557962e-28,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.2452871135843694e-15,1
78,-14.380727766902897,-104.27950729598214,0.11563254583158998,1.7208270692091308e-11,-1.1535300849017197e-17,-1.9850257952459863e-28,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.424959192306506e-15,1
79,-12.375609161927084,-104.27950729598214,0.11563254583158952,1.7208270692091308e-11,-1.0554800276850652e-16,-1.816298602650063e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.183414490168759e-15,0
80,-10.370490556951307,-104.27950729598214,0.11563254583158933,1.7208270692091308e-11,-9.785780220249511e-17,-1.683963549633665e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000018,2.322912475692293e-15,0
81,-8.365371951975469,-104.27950729598214,0.11563254583158951,1.7208270692091308e-11,-9.026191672694846e-32,-1.5532514962243335e-42,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.2321579053882008e-15,0
82,-6.360253346999659,-104.27950729598214,0.1156325458315895,1.7208270692091308e-11,-6.921180509410315e-18,-1.1910154771475913e-28,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.2321579053882008e-15,0
83,-4.355134742023854,-104.27950729598214,0.11563254583158974,1.7208270692091308e-11,1.9225501415021046e-19,3.3083763254086664e-30,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,5.500928220419918e-15,0
84,-2.3500161370480446,-104.27950729598214,0.11563254583158951,1.7208270692091308e-11,9.42049569336395e-18,1.6211043994508725e-28,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000018,2.3194404104388946e-15,0
85,-0.34489753207223367,-104.27950729598214,0.11563254583158977,1.7208270692091308e-11,9.228240679213665e-18,1.588020636196773e-28,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.424959192306506e-15,0
86,1.6602210729036,-104.27950729598214,0.11563254583158951,1.7208270692091308e-11,-2.389729825888042e-16,-4.112311772484566e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000018,2.3128906185831588e-15,0
87,3.665339677879383,-104.27950729598214,0.11563254583158974,1.7208270692091308e-11,-2.420490628152088e-16,-4.165245793691125e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.2075986161535955e-15,0
88,5.670458282855216,-104.27950729598214,0.11563254583158977,1.7208270692091308e-11,-1.314768175368353e-30,-2.2624886659085595e-41,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.2598089700579317e-15,0
89,7.675576887831025,-104.27950729598214,0.11563254583158976,1.7208270692091308e-11,-3.84510028300702e-18,-6.61675265082217e-29,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000018,2.3194404104388946e-15,0
90,9.68069549280681,-104.27950729598214,0.11563254583158974,1.7208270692091308e-11,-3.8451002830187953e-19,-6.616752650842433e-30,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000018,2.322912475692293e-15,0
91,11.685814097782643,-104.27950729598214,0.11563254583157201,1.7208270692091308e-11,4.5372183339465814e-17,7.807768127967231e-28,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.171876349881853e-15,0
92,13.690932702758452,-104.27950729598214,0.11563254583158976,1.7208270692091308e-11,3.864325784420581e-17,6.649836414073743e-28,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000018,2.3194404104388946e-15,0
93,15.696051307734283,-104.27950729598214,0.1156325458315895,1.7208270692091308e-11,-2.4897024332462045e-16,-4.2843473414059075e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.424959192306506e-15,0
94,17.70116991271007,-104.27950729598214,0.11563254583158951,1.7208270692091308e-11,-2.449328880274645e-16,-4.2148714385723e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000018,2.3194404104388946e-15,0
95,19.706288517685888,-104.27950729598214,0.11563254583158974,1.7208270692091308e-11,2.4666318315481216e-16,4.244646825500905e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.171876349881853e-15,0
96,21.7114071226617,-104.27950729598214,0.11563254583159278,1.7208270692091308e-11,2.462786731265116e-16,4.238030072850084e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.424959192306506e-15,0
97,23.716525727637492,-104.27950729598214,0.11563254583158952,1.7208270692091308e-11,5.767650424487305e-19,9.925128976193288e-30,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.43938315844609e-15,0
98,25.72164433261332,-104.27950729598214,0.11563254583157204,1.7208270692091308e-11,3.268335240554626e-17,5.624239753196537e-28,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.171876349881853e-15,0
99,27.72676293758915,-104.27950729598214,0.11563254583158979,1.7208270692091308e-11,3.2298842377245676e-17,5.558072226688335e-28,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000018,1.2940831495196908e-14,0
100,29.73188154256497,-104.27950729598214,0.11563254583158977,1.7208270692091308e-11,-2.8050006564526826e-16,-4.826921058773158e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.43938315844609e-15,0
101,31.73700014754076,-104.27950729598214,0.11563254583158977,1.7208270692091308e-11,-2.7338663012170773e-16,-4.70451113473299e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000018,2.322912475692293e-15,0
102,33.742118752516575,-104.27950729598214,0.11563254583158952,1.7208270692091308e-11,2.5416112870667193e-16,4.37367350219187e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000018,2.3194404104388946e-15,0
103,35.74723735749239,-104.27950729598214,0.11563254583159184,1.7208270692091308e-11,2.295524868954354e-16,3.950201332539395e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.171876349881853e-15,0
104,37.75235596246818,-104.27950729598214,0.11563254583158974,1.7208270692091308e-11,-1.7302951273528477e-17,-2.977538692869441e-28,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,3.076740298213702e-15,0
105,39.757474567444,-104.27950729598214,0.11563254583157254,1.7208270692091308e-11,-5.575395410361155e-18,-9.594291343693826e-29,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.2075986161535955e-15,0
106,41.762593172419834,-104.27950729598214,0.11563254583159004,1.7208270692091308e-11,-2.1148051556560046e-18,-3.639213957955882e-29,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,1.2920667057761495e-14,0
107,43.767711777395654,-104.27950729598214,0.11563254583158987,1.7208270692091308e-11,-2.5416112870667987e-16,-4.373673502192007e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.183414490168759e-15,0
108,45.77283038237144,-104.27950729598214,0.11563254583158852,1.7208270692091308e-11,-2.574294639472347e-16,-4.429915899723975e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.424959192306506e-15,0
109,47.777948987347266,-104.27950729598214,0.11563254583158979,1.7208270692091308e-11,2.387807275746503e-16,4.109003396159093e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.179720230609643e-15,0
110,49.78306759232308,-104.27950729598214,0.11563254583158936,1.7208270692091308e-11,4.890967559983218e-16,8.416509371842855e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.2075986161535955e-15,0
111,51.7881861972989,-104.27950729598214,0.11563254583158979,1.7208270692091308e-11,2.495470083670689e-16,4.294272470382096e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.610795139258403e-15,0
112,53.79330480227469,-104.27950729598214,0.11563254583157323,1.7208270692091308e-11,1.2688830933917991e-17,2.1835283747704254e-28,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.171876349881853e-15,0
113,55.798423407250525,-104.27950729598214,0.11563254583158977,1.7208270692091308e-11,1.365010600466944e-17,2.3489471910409267e-28,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000018,1.2694728388018591e-14,0
114,57.80354201222632,-104.27950729598214,0.11563254583158974,1.7208270692091308e-11,-2.1686365596152214e-16,-3.7318484950624335e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.2321579053882008e-15,0
115,59.808660617202136,-104.27950729598214,0.11563254583160813,1.7208270692091308e-11,-2.2070875624452781e-16,-3.7980160215706326e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.2452871135843694e-15,0
116,61.813779222177935,-104.27950729598214,0.11563254583158979,1.7208270692091308e-11,2.249383665558342e-16,3.870800300729653e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000018,2.4956758965790044e-15,0
117,63.818897827153755,-104.27950729598214,0.11563254583158952,1.7208270692091308e-11,2.3032150695204207e-16,3.96343483784113e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.183414490168759e-15,0
118,65.82401643212958,-104.27950729598214,0.11563254583158977,1.7208270692091308e-11,-2.307060169801786e-18,-3.970051590489127e-29,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.2598089700579317e-15,0
119,67.82913503710537,-104.27950729598214,0.11563254583157372,1.7208270692091308e-11,-2.6435064445664057e-16,-4.549017447438658e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.183414490168759e-15,0
120,69.8342536420812,-104.27950729598214,0.1156325458315895,1.7208270692091308e-11,-2.647351544849412e-16,-4.555634200089479e-27,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,1.2065846813157721e-14,0
121,71.83937224705697,-104.27950729598214,0.11563254583158976,1.7208270692091308e-11,-4.2296103113051476e-18,-7.278427915899956e-29,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.424959192306506e-15,0
122,73.84449085203283,-104.27950729598214,0.11563254583158987,1.7208270692091308e-11,-5.767650424497926e-19,-9.925128976211565e-30,-1.0,0.0,1.9719266219908604e-09,0.0,2.0000000000000013,2.171876349881853e-15,0
